id,image_title_vernacular,image_title_latin,image_subject,church_or_sanctuary,locality,diocese_latin,diocese_modern,country,first_coronation,coronation_dates,strongest_evidence,popes,legates,confidence,source_count
santa-maria-in-fonte-rome-san-giovanni-in-fonte,Santa Maria in Fonte,,Blessed Virgin Mary,"San Giovanni in Fonte, presso S. Giovanni Laterano","Rome, San Giovanni in Fonte (Lateran baptistery)",,,Italy,1647,1647,chapter_decree,,,low,2
santa-maria-del-transito-in-s-giovanni-laterano,Santa Maria del Transito in S. Giovanni Laterano,,Blessed Virgin Mary,Basilica di S. Giovanni in Laterano,"Rome, San Giovanni in Laterano",,,Italy,1684-08-10,1684-08-10,chapter_decree,,,low,2
santa-maria-in-s-giovannino-in-campo-marzo-de-pp,Santa Maria in S. Giovannino in Campo Marzo de' PP. della Mercede,,Blessed Virgin Mary,S. Giovannino in Campo Marzio (Mercedari),"Rome, San Giovannino in Campo Marzio (Mercedarians)",,,Italy,1650-06-03,1650-06-03,chapter_decree,,,low,2
santa-maria-nella-cappella-salviati-in-s-gregori,Santa Maria nella Cappella Salviati in S. Gregorio al Monte Celio,,Blessed Virgin Mary,"Cappella Salviati, San Gregorio al Celio","Rome, San Gregorio al Celio (Cappella Salviati)",,,Italy,1658-09-14,1658-09-14,chapter_decree,,,low,2
madonna-e-suo-bambino-nella-chiesa-di-s-lorenzo,Madonna e suo Bambino nella Chiesa di S. Lorenzo nelle Scuole Pie di Borgo,,Blessed Virgin Mary,Chiesa di S. Lorenzo nelle Scuole Pie di Borgo,"Rome, San Lorenzo in Borgo (Scuole Pie)",,,Italy,1696-12-06,1696-12-06,chapter_decree,,,low,3
santa-maria-della-concezione-in-s-lorenzo-e-dama,"Santa Maria della Concezione in S. Lorenzo, e Damaso",,Blessed Virgin Mary,S. Lorenzo in Damaso,"Rome, San Lorenzo in Damaso",,,Italy,1635,1635,chapter_decree,,,low,2
santa-maria-della-salute-in-s-lorenzo-in-lucina,Santa Maria della Salute in S. Lorenzo in Lucina,,Blessed Virgin Mary,"S. Lorenzo in Lucina, altare maggiore","Rome, San Lorenzo in Lucina",,,Italy,1648,1648,chapter_decree,,,low,2
santa-maria-delle-grazie-in-s-lorenzo-in-lucina,Santa Maria delle Grazie in S. Lorenzo in Lucina,,Blessed Virgin Mary,"S. Lorenzo in Lucina, cappella del Purgatorio","Rome, San Lorenzo in Lucina (Madonna delle Grazie)",,,Italy,1678-07-28,1678-07-28,chapter_decree,,,low,2
santa-maria-de-sette-dolori-in-san-marcello-rome,Santa Maria de' Sette Dolori in San Marcello,,Blessed Virgin Mary,Chiesa delli RR. PP. Serviti di S. Marcello,"Rome, San Marcello al Corso",,,Italy,1695-04-17,1695-04-17,chapter_decree,,,high,3
santa-maria-in-s-martino-a-monti-rome-san-martin,Santa Maria in S. Martino a' Monti,,Blessed Virgin Mary,San Martino ai Monti,"Rome, San Martino ai Monti",,,Italy,1659,1659,chapter_decree,,,low,2
santa-maria-del-rosario-nella-chiesa-di-s-michel,Santa Maria del Rosario nella Chiesa di S. Michele a Ripa,,Blessed Virgin Mary,S. Michele a Ripa Grande (Ospizio Apostolico),"Rome, San Michele a Ripa",,,Italy,1668-07-06,1668-07-06,chapter_decree,,,low,2
ss-ma-madonna-e-suo-bambino-di-s-pantaleo-in-rom,SS.ma Madonna e suo Bambino di S. Pantaleo in Roma,Imagines B. M. V. et Pueri Jesu (receipt f. 99r),Blessed Virgin Mary with Child,Chiesa di S. Pantaleone de' Rev. Padri delle Scuole Pie (altare maggiore),"Rome, San Pantaleo",,,Italy,1694-03-25,1694-03-25,chapter_decree,,"Michele Angelo Mattei and Camillo Mugiara, canons of the Basilica, delivered the crowns (f. 99r); account approved by 'Palmieri d'Annunzia Can. Decano Deputato' (f. 98v, name garbled)",high,4
santa-maria-in-s-paolino-alla-regola-rome-san-pa,Santa Maria in S. Paolino alla Regola,,Blessed Virgin Mary,"S. Paolo alla Regola (Terz'Ordine, Siciliani)","Rome, San Paolino alla Regola",,,Italy,1651,1651,chapter_decree,,,low,2
santa-maria-in-s-pietro-in-montorio-rome-san-pie,Santa Maria in S. Pietro in Montorio,,Blessed Virgin Mary,San Pietro in Montorio,"Rome, San Pietro in Montorio",,,Italy,1717-05-02,1717-05-02,chapter_decree,,,low,2
santa-maria-nella-chiesa-di-s-rocco-a-ripetta-ro,Santa Maria nella Chiesa di S. Rocco a Ripetta,,Blessed Virgin Mary,San Rocco a Ripetta,"Rome, San Rocco a Ripetta",,,Italy,1658-01-21,1658-01-21,chapter_decree,,,low,2
santa-maria-in-s-salvatore-delle-cupelle-rome-sa,Santa Maria in S. Salvatore delle Cupelle,,Blessed Virgin Mary,San Salvatore alle Coppelle,"Rome, San Salvatore alle Coppelle",,,Italy,1675,1675,chapter_decree,,,low,2
santa-maria-di-loreto-in-s-salvator-in-lauro-rom,Santa Maria di Loreto in S. Salvator in Lauro,,Blessed Virgin Mary,S. Salvatore in Lauro (Arciconfraternita dei Marchigiani),"Rome, San Salvatore in Lauro",,,Italy,1644,1644,chapter_decree,,,low,4
santa-maria-delle-grazie-in-s-salvator-in-lauro,Santa Maria delle Grazie in S. Salvator in Lauro,,Blessed Virgin Mary,San Salvatore in Lauro,"Rome, San Salvatore in Lauro",,,Italy,1654,1654,chapter_decree,,,low,2
santa-maria-in-s-silvestro-a-monte-cavallo-rome,Santa Maria in S. Silvestro a Monte Cavallo,,Blessed Virgin Mary,San Silvestro a Monte Cavallo,"Rome, San Silvestro al Quirinale",,,Italy,1650,1650,chapter_decree,,,low,1
santa-maria-in-s-adriano-in-campo-vaccino-rome-s,Santa Maria in S. Adriano in Campo Vaccino,,Blessed Virgin Mary,S. Adriano al Foro (Mercedari),"Rome, Sant'Adriano al Foro",,,Italy,1677-12-01,1677-12-01,chapter_decree,,,low,2
santa-maria-degli-angeli-nella-chiesa-di-s-agata,Santa Maria degli Angeli nella Chiesa di S. Agata de Tessitori,,Blessed Virgin Mary,Sant'Agata dei Tessitori,"Rome, Sant'Agata dei Tessitori",,,Italy,1729-07-31,1729-07-31,chapter_decree,,,low,2
santa-maria-in-s-agostino-rome-sant-agostino,Santa Maria in S. Agostino,,Blessed Virgin Mary,Sant'Agostino,"Rome, Sant'Agostino",,,Italy,1641,1641; 1643,chapter_decree,,,medium,2
santa-maria-nella-chiesa-di-s-alessio-rome-sant,Santa Maria nella Chiesa di S. Alessio,,Blessed Virgin Mary,Sant'Alessio all'Aventino,"Rome, Sant'Alessio",,,Italy,1645,1645,chapter_decree,,,low,1
santa-maria-in-s-ambrogio-della-massima-a-piazza,Santa Maria in S. Ambrogio della Massima a Piazza Mattei,,Blessed Virgin Mary,S. Ambrogio della Massima (monache),"Rome, Sant'Ambrogio della Massima",,,Italy,1674,1674,chapter_decree,,,low,2
santa-maria-della-purita-in-s-andrea-della-valle,Santa Maria della Purità in S. Andrea della Valle,,Blessed Virgin Mary,Sant'Andrea della Valle,"Rome, Sant'Andrea della Valle",,,Italy,1678,1678,chapter_decree,,,low,1
santa-maria-nella-chiesa-di-s-anna-alli-falegnam,Santa Maria nella Chiesa di S. Anna alli Falegnami,,Blessed Virgin Mary,"S. Anna dei Funari (Falegnami), monache benedettine","Rome, Sant'Anna dei Falegnami",,,Italy,1652,1652,chapter_decree,,,low,2
santa-maria-nel-portico-di-s-apollinare-rome-san,Santa Maria nel Portico di S. Apollinare,,Blessed Virgin Mary,Portico di Sant'Apollinare,"Rome, Sant'Apollinare (portico)",,,Italy,1653,1653,chapter_decree,,,low,1
santa-maria-in-s-francesca-romana-in-campo-vacci,Santa Maria in S. Francesca Romana in Campo Vaccino,,Blessed Virgin Mary,Santa Francesca Romana (Santa Maria Nova),"Rome, Santa Francesca Romana",,,Italy,1662,1662,chapter_decree,,,low,1
santa-maria-nella-chiesa-di-s-lucia-del-confalon,Santa Maria nella Chiesa di S. Lucia del Confalone,,Blessed Virgin Mary,Santa Lucia del Gonfalone,"Rome, Santa Lucia del Gonfalone",,,Italy,1666-04-30,1666-04-30,chapter_decree,,,low,2
santa-maria-in-s-lucia-della-tinta-rome-santa-lu,Santa Maria in S. Lucia della Tinta,,Blessed Virgin Mary,S. Lucia della Tinta (Cocchieri),"Rome, Santa Lucia della Tinta",,,Italy,1667,1667,chapter_decree,,,low,2
santa-maria-liberatrice-in-campo-vaccino-rome-sa,Santa Maria Liberatrice in Campo Vaccino,,Blessed Virgin Mary,Santa Maria Liberatrice in Campo Vaccino,"Rome, Santa Maria Liberatrice",,,Italy,1653,1653,chapter_decree,,,low,1
santa-maria-della-salute-nella-chiesa-della-mada,Santa Maria della Salute nella Chiesa della Madalena,,Blessed Virgin Mary,S. Maria Maddalena (Ministri degli Infermi),"Rome, Santa Maria Maddalena",,,Italy,1668,1668,chapter_decree,,,low,2
santa-maria-porta-paradisi-in-s-giacomo-degli-in,Santa Maria Porta Paradisi in S. Giacomo degli Incurabili,,Blessed Virgin Mary,S. Maria Porta Paradisi (Ospedale di S. Giacomo degli Incurabili),"Rome, Santa Maria Porta Paradisi",,,Italy,1676-07-29,1676-07-29,chapter_decree,,,low,2
santa-maria-de-monti-rome-santa-maria-ai-monti,Santa Maria de' Monti,,Blessed Virgin Mary,Santa Maria de' Monti,"Rome, Santa Maria ai Monti",,,Italy,1632,1632,chapter_decree,,,low,1
santa-maria-de-miracoli-sulla-piazza-del-popolo,Santa Maria de' Miracoli sulla Piazza del Popolo,,Blessed Virgin Mary,"Santa Maria dei Miracoli, Piazza del Popolo","Rome, Santa Maria dei Miracoli",,,Italy,1645,1645,chapter_decree,,,low,2
santa-maria-del-pianto-rome-santa-maria-del-pian,Santa Maria del Pianto,,Blessed Virgin Mary,Santa Maria del Pianto,"Rome, Santa Maria del Pianto",,,Italy,1643,1643,chapter_decree,,,low,2
santa-maria-del-popolo-rome-santa-maria-del-popo,Santa Maria del Popolo,,Blessed Virgin Mary,Santa Maria del Popolo,"Rome, Santa Maria del Popolo",,,Italy,1634,1634,chapter_decree,,,low,4
santa-maria-del-sole-incontro-alla-bocca-della-v,Santa Maria del Sole incontro alla Bocca della Verità,,Blessed Virgin Mary,"S. Maria del Sole, incontro la Bocca della Verità (Tempio di Vesta)","Rome, Santa Maria del Sole",,,Italy,1665,1665; 1669-05-18,chapter_decree,,,low,2
santa-maria-nella-chiesa-del-suffraggio-rome-san,Santa Maria nella Chiesa del Suffraggio,,Blessed Virgin Mary,Santa Maria del Suffragio,"Rome, Santa Maria del Suffragio",,,Italy,1666,1666,chapter_decree,,,low,2
santa-maria-dell-orazione-nella-chiesa-della-mor,Santa Maria dell'Orazione nella Chiesa della Morte a strada Giulia,,Blessed Virgin Mary,"Santa Maria dell'Orazione e Morte, via Giulia","Rome, Santa Maria dell'Orazione e Morte",,,Italy,1661,1661,chapter_decree,,,low,1
santa-maria-dell-orto-in-trastevere-rome-santa-m,Santa Maria dell'Orto in Trastevere,,Blessed Virgin Mary,Santa Maria dell'Orto in Trastevere,"Rome, Santa Maria dell'Orto",,,Italy,1657-08-19,1657-08-19,chapter_decree,,,low,2
santa-maria-della-consolazione-rome-santa-maria,Santa Maria della Consolazione,,Blessed Virgin Mary,Santa Maria della Consolazione,"Rome, Santa Maria della Consolazione",,,Italy,1634,1634,chapter_decree,,,low,1
madonna-della-pace-rome-santa-maria-della-pace,Madonna della Pace,,Blessed Virgin Mary,Santa Maria della Pace,"Rome, Santa Maria della Pace",,,Italy,1634-07-29,1634-07-29,chapter_decree,,,medium,3
santa-maria-della-purita-in-borgo-rome-santa-mar,Santa Maria della Purità in Borgo,,Blessed Virgin Mary,S. Maria della Purità in Borgo (Caudatari),"Rome, Santa Maria della Purità in Borgo",,,Italy,1646-04-16,1646-04-16,chapter_decree,,,low,3
santa-maria-della-quercia-rome-santa-maria-della,Santa Maria della Quercia,,Blessed Virgin Mary,S. Maria della Quercia (Università dei Macellari),"Rome, Santa Maria della Quercia",,,Italy,1670,1670,chapter_decree,,,low,2
santa-maria-della-scala-in-trastevere-rome-santa,Santa Maria della Scala in Trastevere,,Blessed Virgin Mary,Santa Maria della Scala in Trastevere,"Rome, Santa Maria della Scala (Trastevere)",,,Italy,1646-10-10,1646-10-10,chapter_decree,,,low,2
santa-maria-della-vittoria-rome-santa-maria-dell,Santa Maria della Vittoria,,Blessed Virgin Mary,Santa Maria della Vittoria,"Rome, Santa Maria della Vittoria",,,Italy,1635-07-06,1635-07-06,chapter_decree,,,low,2
santa-maria-delle-grazie-a-porta-angelica-rome-s,Santa Maria delle Grazie a Porta Angelica,,Blessed Virgin Mary,Santa Maria delle Grazie a Porta Angelica,"Rome, Santa Maria delle Grazie a Porta Angelica",,,Italy,1644-06-09,1644-06-09,chapter_decree,,,low,2
santa-maria-delle-grazie-al-foro-romano-rome-san,Santa Maria delle Grazie al Foro Romano,,Blessed Virgin Mary,,"Rome, Santa Maria delle Grazie al Foro Romano",,,Italy,1647,1647,chapter_decree,,,medium,1
santa-maria-delle-grazie-nella-chiesa-della-cons,Santa Maria delle Grazie nella Chiesa della Consolazione,,Blessed Virgin Mary,Chiesa della Consolazione (Madonna delle Grazie),"Rome, Santa Maria delle Grazie al Foro Romano",,,Italy,1647,1647,chapter_decree,,,low,1
santa-maria-di-costantinopoli-a-capo-le-case-rom,Santa Maria di Costantinopoli a capo le Case,,Blessed Virgin Mary,"S. Maria di Costantinopoli (Siciliani), a Capo le Case","Rome, Santa Maria di Costantinopoli a Capo le Case",,,Italy,1651-01-26,1651-01-26,chapter_decree,,,low,2
santa-maria-di-loreto-a-colonna-trajana-rome-san,Santa Maria di Loreto a Colonna Trajana,,Blessed Virgin Mary,S. Maria di Loreto dei Fornari (Colonna Traiana),"Rome, Santa Maria di Loreto (Colonna Traiana)",,,Italy,1660,1660,chapter_decree,,,low,2
santa-maria-di-monserrato-rome-santa-maria-di-mo,Santa Maria di Monserrato,,Blessed Virgin Mary,S. Maria di Monserrato (Spagnoli),"Rome, Santa Maria di Monserrato",,,Italy,1656-04-08,1656-04-08,chapter_decree,,,low,2
santa-maria-di-monte-santo-sulla-piazza-del-popo,Santa Maria di Monte Santo sulla piazza del Popolo,,Blessed Virgin Mary,"Santa Maria di Montesanto, Piazza del Popolo","Rome, Santa Maria di Montesanto",,,Italy,1659,1659,chapter_decree,,,low,1
santa-maria-in-araceli-rome-santa-maria-in-araco,Santa Maria in Araceli,,Blessed Virgin Mary,Santa Maria in Aracoeli,"Rome, Santa Maria in Aracoeli",,,Italy,1636,1636,chapter_decree,,,low,2
santa-maria-nel-monastero-delle-monache-di-campo,Santa Maria nel Monastero delle Monache di Campo Marzo,,Blessed Virgin Mary,"S. Maria in Campo Marzio, chiesa interiore del monastero","Rome, Santa Maria in Campo Marzio (monastery)",,,Italy,1688-09-12,1688-09-12,chapter_decree,,,low,2
santa-maria-nella-chiesa-delle-monache-di-campo,Santa Maria nella Chiesa delle Monache di Campo Marzo,,Blessed Virgin Mary,"S. Maria della Concezione in Campo Marzio (monache benedettine), chiesa","Rome, Santa Maria in Campo Marzio (nuns)",,,Italy,1655,1655,chapter_decree,,,low,2
santa-maria-in-cosmedin-detta-la-bocca-della-ver,Santa Maria in Cosmedin detta la Bocca della Verità,,Blessed Virgin Mary,Santa Maria in Cosmedin,"Rome, Santa Maria in Cosmedin",,,Italy,1672,1672,chapter_decree,,,low,1
santa-maria-in-monterone-rome-santa-maria-in-mon,Santa Maria in Monterone,,Blessed Virgin Mary,Santa Maria in Monterone,"Rome, Santa Maria in Monterone",,,Italy,1676-05-06,1676-05-06,chapter_decree,,,low,2
santa-maria-in-portico-in-campitelli-rome-santa,Santa Maria in Portico in Campitelli,,Blessed Virgin Mary,Santa Maria in Portico in Campitelli,"Rome, Santa Maria in Portico in Campitelli",,,Italy,1650,1650,chapter_decree,,,low,1
santa-maria-in-posterola-all-orso-rome-santa-mar,Santa Maria in Posterola all'Orso,,Blessed Virgin Mary,Santa Maria in Posterula all'Orso,"Rome, Santa Maria in Posterula",,,Italy,1653,1653,chapter_decree,,,low,1
santa-maria-in-traspontina-rome-santa-maria-in-t,Santa Maria in Traspontina,,Blessed Virgin Mary,Santa Maria in Traspontina,"Rome, Santa Maria in Traspontina",,,Italy,1641-06-15,1641-06-15,chapter_decree,,,low,4
santa-maria-col-bambino-gesu-di-via-cupa-in-sant,Santa Maria col Bambino Gesù di via Cupa in Santa Maria in Trastevere,,Blessed Virgin Mary,Basilica di S. Maria in Trastevere (cappella Cecchini / d'Aste),"Rome, Santa Maria in Trastevere",,,Italy,1634-04-05,1634-04-05,chapter_decree,,,low,2
santa-maria-della-clemenza-in-santa-maria-in-tra,Santa Maria della Clemenza in Santa Maria in Trastevere,,Blessed Virgin Mary,Basilica di S. Maria in Trastevere,"Rome, Santa Maria in Trastevere (Madonna della Clemenza)",,,Italy,1659-11-02,1659-11-02,chapter_decree,,,low,2
s-maria-in-trevi-detta-li-crociferi-rome-santa-m,S. Maria in Trevi detta li Crociferi,,Blessed Virgin Mary,S. Maria in Trivio (Crociferi),"Rome, Santa Maria in Trivio (Crociferi)",,,Italy,1677-05-29,1677-05-29,chapter_decree,,,low,2
santa-maria-in-vallicella-detta-la-chiesa-nuova,Santa Maria in Vallicella detta la Chiesa Nuova,,Blessed Virgin Mary,Santa Maria in Vallicella (Chiesa Nuova),"Rome, Santa Maria in Vallicella",,,Italy,1649,1649,chapter_decree,,,low,1
santa-maria-in-via-rome-santa-maria-in-via,Santa Maria in Via,,Blessed Virgin Mary,Santa Maria in Via,"Rome, Santa Maria in Via",,,Italy,1646,1646,chapter_decree,,,low,1
santa-maria-in-via-lata-rome-santa-maria-in-via,Santa Maria in Via Lata,,Blessed Virgin Mary,Santa Maria in Via Lata,"Rome, Santa Maria in Via Lata",,,Italy,1643,1643,chapter_decree,,,low,1
santa-maria-del-rosario-nella-chiesa-di-santa-ma,Santa Maria del Rosario nella Chiesa di Santa Maria,,Blessed Virgin Mary,Santa Maria sopra Minerva (cappella del Rosario),"Rome, Santa Maria sopra Minerva",,,Italy,1640,1640; 1644-08-28,chapter_decree,,,low,4
santa-maria-dentro-il-monastero-di-s-marta-al-co,Santa Maria dentro il Monastero di S. Marta al Collegio Romano,,Blessed Virgin Mary,Monastero di S. Marta al Collegio Romano,"Rome, Santa Marta al Collegio Romano",,,Italy,1645-11-20,1645-11-20,chapter_decree,,,low,4
santa-maria-in-s-prasede-rome-santa-prassede,Santa Maria in S. Prasede,,Blessed Virgin Mary,S. Prassede (detta Orto Paradisi),"Rome, Santa Prassede",,,Italy,1655,1655,chapter_decree,,,low,2
santa-maria-in-santa-teresa-alle-quattro-fontane,Santa Maria in Santa Teresa alle quattro Fontane,,Blessed Virgin Mary,S. Teresa alle Quattro Fontane (Carmelitane),"Rome, Santa Teresa alle Quattro Fontane",,,Italy,1638-09-16,1638-09-16,chapter_decree,,,low,2
santa-maria-in-s-celso-in-banchi-rome-santi-cels,Santa Maria in S. Celso in Banchi,,Blessed Virgin Mary,SS. Celso e Giuliano in Banchi,"Rome, Santi Celso e Giuliano",,,Italy,1665-05-17,1665-05-17,chapter_decree,,,low,2
santa-maria-in-s-cosma-e-damiano-in-campo-vaccin,"Santa Maria in S. Cosma, e Damiano in Campo Vaccino",,Blessed Virgin Mary,SS. Cosma e Damiano in Campo Vaccino,"Rome, Santi Cosma e Damiano",,,Italy,1651,1651,chapter_decree,,,low,1
santa-maria-nel-monastero-de-ss-domenico-e-sisto,"Santa Maria nel Monastero de' SS. Domenico, e Sisto",,Blessed Virgin Mary,"SS. Domenico e Sisto, coro superiore","Rome, Santi Domenico e Sisto (Magnanapoli), inner monastery",,,Italy,1647,1647,chapter_decree,,,low,2
santa-maria-in-s-vincenzo-ed-anastasio-a-trevi-r,"Santa Maria in S. Vincenzo, ed Anastasio a Trevi",,Blessed Virgin Mary,SS. Vincenzo e Anastasio a Trevi,"Rome, Santi Vincenzo e Anastasio a Trevi",,,Italy,1679-03-13,1679-03-13,chapter_decree,,,low,2
santa-maria-nella-chiesa-della-trinita-de-pelleg,Santa Maria nella Chiesa della Trinità de' Pellegrini,,Blessed Virgin Mary,SS. Trinità dei Pellegrini,"Rome, Santissima Trinità dei Pellegrini",,,Italy,1654-06-21,1654-06-21,chapter_decree,,,low,2
santa-maria-nella-chiesa-del-nome-di-maria-rome,Santa Maria nella Chiesa del Nome di Maria,,Blessed Virgin Mary,Chiesa del Nome di Maria (S. Bernardo alla Colonna Traiana),"Rome, Santissimo Nome di Maria",,,Italy,1703,1703,chapter_decree,,,medium,3
santa-maria-nella-chiesa-delle-monache-dello-spi,Santa Maria nella Chiesa delle Monache dello Spirito Santo,,Blessed Virgin Mary,Chiesa delle Monache dello Spirito Santo,"Rome, Santo Spirito (nuns)",,,Italy,1686-11-28,1686-11-28,chapter_decree,,,low,2
santa-maria-in-s-spirito-in-sassia-rome-santo-sp,Santa Maria in S. Spirito in Sassia,,Blessed Virgin Mary,Santo Spirito in Sassia,"Rome, Santo Spirito in Sassia",,,Italy,1655,1655,chapter_decree,,,low,1
santa-maria-nell-oratorio-vicino-alla-scala-sant,Santa Maria nell'Oratorio vicino alla Scala Santa,,Blessed Virgin Mary,Oratorio del SS. Sacramento alla Scala Santa,"Rome, Scala Santa",,,Italy,1679-07-08,1679-07-08,chapter_decree,,,medium,3
santa-maria-annunziata-in-tor-de-specchi-rome-to,Santa Maria Annunziata in Tor de' Specchi,,Blessed Virgin Mary,"Tor de' Specchi (Oblate di S. Francesca Romana), chiesa","Rome, Tor de' Specchi",,,Italy,1635-12-30,1635-12-30,chapter_decree,,,low,2
santa-maria-nel-monastero-di-tor-de-specchi-rome,Santa Maria nel Monastero di Tor de' Specchi,,Blessed Virgin Mary,"Tor de' Specchi, chiesa antica interiore","Rome, Tor de' Specchi (monastery)",,,Italy,1687-06-17,1687-06-17,chapter_decree,,,low,2
madonna-del-soccorso-rome-vatican-basilica-cappe,Madonna del Soccorso,,Blessed Virgin Mary,Cappella Gregoriana della Basilica Vaticana,"Rome, Vatican Basilica (Cappella Gregoriana)",,,Italy,1643-11-17,1643-11-17,chapter_decree,,,low,5
madonna-immacolata-rome-vatican-basilica-cappell,Madonna Immacolata,,Blessed Virgin Mary,"Cappella del Coro, Basilica Vaticana","Rome, Vatican Basilica (Cappella del Coro)",,,Italy,1854-12-08,1854-12-08,chapter_decree,,,low,1
santa-maria-della-colonna-nella-basilica-vatican,Santa Maria della Colonna nella Basilica Vaticana,,Blessed Virgin Mary,Basilica Vaticana,"Rome, Vatican Basilica (Madonna della Colonna)",,,Italy,1645-01-01,1645-01-01,chapter_decree,,,low,5
madonna-della-pieta-michelangelo-s-pieta-rome-va,Madonna della Pietà (Michelangelo's Pietà),,Blessed Virgin Mary,Basilica Vaticana (Pietà di Michelangelo),"Rome, Vatican Basilica (Pietà)",,,Italy,1637-08-31,1637-08-31,chapter_decree,,,medium,3
madonna-della-febbre-rome-vatican-basilica-sacri,Madonna della Febbre,S. Imago B.mae Virginis De febri,Blessed Virgin Mary,Sagrestia della Basilica di S. Pietro (Cappella del Sacrario / Cappella Beneficiatale della Sagrestia Vaticana),"Rome, Vatican Basilica (sacristy)",,,Italy,1631-08-27,1631-08-27; 1697-08-15,chapter_decree,,,high,5
nostra-signora-di-czestochowa-copy-rome-vatican,Nostra Signora di Częstochowa (copy),,Blessed Virgin Mary,"Grotte Vaticane, cappella della Nazione Polacca","Rome, Vatican Grottoes (Chapel of the Polish Nation)",,,Italy,2005-04-02,2005-04-02,chapter_decree,,,low,1
madonna-regina-degli-apostoli-rome-vatican-grott,Madonna Regina degli Apostoli,,Blessed Virgin Mary,Grotte Vaticane,"Rome, Vatican Grottoes (Regina Apostolorum)",,,Italy,1950-11-04,1950-11-04,chapter_decree,,,low,1
santa-maria-nella-chiesa-de-ss-domenico-e-sisto,"Santa Maria nella Chiesa de' SS. Domenico, e Sisto a Monte Magnanapoli",,Blessed Virgin Mary,SS. Domenico e Sisto a Magnanapoli (the Dominican nuns of San Sisto),"Rome, monastery of the Dominican nuns of San Sisto (Santi Domenico e Sisto, Magnanapoli)",,,Italy,1641-01-14,1641-01-14,chapter_decree,,,medium,3
maria-santissima-del-pettoruto-s-sosti-san-sosti,Maria Santissima del Pettoruto,sacrum eiusdem Beatissimae Virginis simulacrum,Blessed Virgin Mary,"Sanctuarium/templum Nativitati B.M.V. dicatum, vulgo « Maria Santissima del Pettoruto »","S. Sosti (San Sosti), Calabria",S. Marci Argentanensis,San Marco Argentano,Italy,1903,1903,retrospective_attestation,Ioannes Paulus PP. II,,high,1
santa-maria-in-monte-sacro-monte-di-varese,Santa Maria in Monte,,Blessed Virgin Mary,Santa Maria del Monte,Sacro Monte di Varese,,,Italy,1739,1739,chapter_decree,,,low,1
madonna-della-rovere-san-bartolomeo-al-mare,Madonna della Rovere,,Blessed Virgin Mary,Santuario di Nostra Signora della Rovere,San Bartolomeo al Mare,,,Italy,1821-09-08,1821-09-08,chapter_decree,,,medium,1
madonna-delle-grazie-della-terra-di-s-giovanni-v,Madonna delle Grazie della Terra di S. Giovanni (Valdarno),"Beata Virgo Gratiarum (OCR: 'Beatae Virgini Nuncupatae Pratiani') Oppidi Sancti Joannis Vallis Arni Superioris Fesulanae Diœcesis, in Venerabili et Insigni Oratorio eiusdem",Blessed Virgin Mary with Child (painted image originally on the Porta di S. Lorenzo),Oratorio built for the image painted on the tower of the Porta di S. Lorenzo (as described in the printed relazione),San Giovanni (Valdarno),,Fiesole (Fesulana Diœcesis),Italy,1704-09-08,1704-09-08,chapter_decree,,"Scipione de' Ricci, Patrizio Fiorentino, Referendary of both Signatures, Canon of St Peter's",high,2
effigies-beatae-mariae-virginis-a-septem-dolorib,,effigies Beatae Mariae Virginis a Septem Doloribus (Mater Dolorosa),Blessed Virgin Mary,Pervetustum coenobium (ecclesia abbatialis) Sancti Martini ad Montem Ciminum,San Martino al Cimino (Monti Cimini),Abbatia nullius Sancti Martini ad Montem Ciminum (Viterbiensis et Tuscanensis),San Martino al Cimino abbey nullius / Viterbo,Italy,1938,1938,retrospective_attestation,Paulus PP. VI,,medium,1
santa-maria-del-glorioso-di-s-severino-san-sever,Santa Maria del Glorioso di S. Severino,,Blessed Virgin Mary,Santa Maria del Glorioso,San Severino Marche,,,Italy,1731,1731,chapter_decree,,,low,1
santa-maria-de-lumi-nella-chiesa-de-bernabiti-di,Santa Maria de' Lumi nella Chiesa de' Bernabiti di S. Severino,,Blessed Virgin Mary,Chiesa dei Barnabiti (Madonna dei Lumi),San Severino Marche,,,Italy,1747,1747,chapter_decree,,,low,1
madonna-nicopeja-santa-maria-della-vittoria-san,"Madonna Nicopeja (Santa Maria della Vittoria), San Vito dei Normanni",imago Dei Genetricis « Nicopeia » nuncupatae,Blessed Virgin Mary,Ecclesia paroecialis Sanctae Mariae a Victoria,San Vito dei Normanni,Brundusina-Ostunensis,Brindisi-Ostuni,Italy,1996-10-26,1996-10-26,papal_personal_coronation,Ioannes Paulus PP. II,,high,2
madonna-del-rosario-sanremo,Madonna del Rosario,Beata Maria Virgo de Rosario,Blessed Virgin Mary,"Ecclesia Sancti Syri (paroecialis et collegiata), Marialis Sanctuarii titulo pollens",Sanremo,Ventimiliensis,Ventimiglia,Italy,1946-10,1946-10,retrospective_attestation,Pius PP. XII,"Federicus Tedeschini, S.R.E. Cardinalis, Archipresbyter of the Vatican Basilica",medium,1
santa-maria-annunziata-sant-agnello-di-sorrento,Santa Maria Annunziata,,Blessed Virgin Mary,Santuario di Santa Maria Annunziata,Sant'Agnello di Sorrento (Angri),,,Italy,1919-08-17,1919-08-17,chapter_decree,,,medium,1
