series,volume,year,page,act_number,act_type,pope,citation,source_pdf_url,evidence_type,rubric_latin,incipit_latin,image_title_latin,image_title_vernacular,image_subject,church_or_sanctuary,locality,diocese_latin,diocese_modern,country,act_date,coronation_date,legate,confidence,notes
AAS,75,1983,809,III,Litterae Apostolicae,Ioannes Paulus PP. II,"AAS 75 (1983), p. 809",https://www.vatican.va/archive/aas/documents/AAS-75-1983-I-ocr.pdf,papal_legate_deputation,Fit potestas Romani Pontificis nomine auctoritateque redimiendi serto pretioso signum Beatae Virginis Mariae a Rosario sive a Flagello in Sancti Dominici sanctuario apud « Soriano Calabro » dioecesis Miletensis.,Quod ipsum sacellum Decessores iam nonnulli Nostri benevolentia antehac sua magnaque munificentia exornaverunt — videlicet Sancti Dominici,Simulacrum Dominae Nostrae a Rosario sive a Flagello,Madonna del Rosario (detta del Flagello),Blessed Virgin Mary,Sanctuarium Sancti Dominici,Soriano Calabro,Miletensis,Mileto,Italy,1983-06-03,,"Marius Aloisius S. R. E. Cardinalis Ciappi, O.P.",medium,"Rubric uses 'sertum' ('redimiendi serto pretioso'), the body 'pretioso diademate redimiat'. Faculty granted to Card. Mario Luigi Ciappi to crown the image 'Nostro nomine et auctoritate'. Country inferred from 'Soriano Calabro'/'regione Vibonensi'/'dioecesis Miletensis' (unambiguous but not stated), hence medium per spec rule 1. Vernacular title is a rendering of the Latin, not quoted in the text."
AAS,75,1983,879,VI,Litterae Apostolicae,Ioannes Paulus PP. II,"AAS 75 (1983), p. 879",https://www.vatican.va/archive/aas/documents/AAS-75-1983-I-ocr.pdf,papal_coronation_act,"Sinitur Archiepiscopus Messanensis nomine atque auctoritate Summi Pontificis imaginem B. M. V. a divina Providentia coronare, quae in urbe Montalbano Elicona, in eadem archidioecesi, colitur.","Qui singulari semper amore beatissimam Virginem Mariam, Christi Matrem, hominum decus caelique florem, prosecuti sumus et prosequimur",imago B. M. V. a divina Providentia,Maria Santissima della Divina Provvidenza,Blessed Virgin Mary,sacra aedes urbis Montalbano Elicona,Montalbano Elicona,Messanensis,Messina,Italy,1983-08-18,,,high,Rubric OCR reads 'B. M. W.'; repaired to 'B. M. V.'. Archbishop: Ignazio Cannavò. Country inferred from the Sicilian place/see (act does not name Italy).
AAS,75,1983,935,,Allocutio (Iter apostolicum in Poloniam),Ioannes Paulus PP. II,"AAS 75 (1983), p. 935",https://www.vatican.va/archive/aas/documents/AAS-75-1983-I-ocr.pdf,papal_personal_coronation,"Cestochoviae, occasione oblata coronationis quattuor Imaginum Beatae Mariae Virginis.",,,Obraz Matki Bożej z Brdowa (Our Lady of Brdów),Blessed Virgin Mary,sanktuarium w Brdowie (sanctuary of Brdów),Brdów,,Włocławek,Poland,1983-06-19,1983-06-19,,high,"One of four images crowned personally by John Paul II at Jasna Góra, Częstochowa, on 19 June 1983 ('obrazie z Brdowa w Diecezji Włocławskiej'). Bishop Jan Zaręba of Włocławek is greeted. Latin diocesan name not given in the (Polish) text. Image detail on printed page 938; act begins on p. 935."
AAS,75,1983,935,,Allocutio (Iter apostolicum in Poloniam),Ioannes Paulus PP. II,"AAS 75 (1983), p. 935",https://www.vatican.va/archive/aas/documents/AAS-75-1983-I-ocr.pdf,papal_personal_coronation,"Cestochoviae, occasione oblata coronationis quattuor Imaginum Beatae Mariae Virginis.",,,"Obraz Matki Bożej z Lubaczowa (Matka Boża Łaskawa, image of the vows of King John Casimir)",Blessed Virgin Mary,co-cathedral / church at Lubaczów (Apostolic Administration of Lubaczów),Lubaczów,,Lubaczów (Apostolic Administration; remnant of the archdiocese of Lviv of the Latins),Poland,1983-06-19,1983-06-19,,high,"One of four images crowned personally by John Paul II at Jasna Góra, Częstochowa, on 19 June 1983 ('Mam włożyć papieskie korony na skronie Jezusa i Maryi w obrazie z Lubaczowa'). Described as the image that witnessed the vows of John Casimir in the Lviv cathedral in 1656 and before which the Mother of God was first called Queen of the Polish Crown. Bishop Marian Rechowicz, Apostolic Administrator in Lubaczów, is greeted. Image detail on printed page 938; act begins on p. 935. Body in Polish, no Latin incipit."
AAS,75,1983,935,,Allocutio (Iter apostolicum in Poloniam),Ioannes Paulus PP. II,"AAS 75 (1983), p. 935",https://www.vatican.va/archive/aas/documents/AAS-75-1983-I-ocr.pdf,papal_personal_coronation,"Cestochoviae, occasione oblata coronationis quattuor Imaginum Beatae Mariae Virginis.",,,Obraz Matki Bożej z Zielenic (zieleniecki obraz Bogarodzicy),Blessed Virgin Mary,sanktuarium w Zielenicach (sanctuary of Zielenice),Zielenice,,Kielce,Poland,1983-06-19,1983-06-19,,high,"One of four images crowned personally by John Paul II at Jasna Góra, Częstochowa, on 19 June 1983 ('obrazie z sanktuarium w Zielenicach, Diecezji Kieleckiej'), tied to the centenary of the diocese of Kielce. Bishop Stanisław Szymecki of Kielce is greeted. Image detail on printed pages 939-940; act begins on p. 935."
AAS,75,1983,935,,Allocutio (Iter apostolicum in Poloniam),Ioannes Paulus PP. II,"AAS 75 (1983), p. 935",https://www.vatican.va/archive/aas/documents/AAS-75-1983-I-ocr.pdf,papal_personal_coronation,"Cestochoviae, occasione oblata coronationis quattuor Imaginum Beatae Mariae Virginis.",,,Obraz Matki Bożej ze Stoczka Warmińskiego (Matka Pokoju / Mother of Peace),Blessed Virgin Mary,sanktuarium w Stoczku Warmińskim (sanctuary of Stoczek Warmiński),Stoczek Warmiński,,Warmia,Poland,1983-06-19,1983-06-19,,high,"One of four images crowned personally by John Paul II at Jasna Góra, Częstochowa, on 19 June 1983 ('obrazie z sanktuarium w Stoczku, Diecezji Warmińskiej'). The Pope gives thanks to 'Matka Pokoju' (Mother of Peace) for over three hundred years of protection over Warmia, and recalls that Stoczek was the place of Cardinal Wyszyński's internment 1953-1954. Bishop Jan Obłąk of Warmia is greeted. Image detail on printed pages 938-939; act begins on p. 935."
AAS,75,1983,979,,Allocutio (Iter apostolicum in Poloniam),Ioannes Paulus PP. II,"AAS 75 (1983), p. 979",https://www.vatican.va/archive/aas/documents/AAS-75-1983-I-ocr.pdf,papal_personal_coronation,In templo Sanctuario S. Annae apud Opolium habita.,,,Obraz Matki Bożej z katedry opolskiej (Our Lady of Opole),Blessed Virgin Mary,cathedral of Opole (image); coronation performed at the sanctuary of St Anne on Góra Świętej Anny,Opole (coronation at Góra Świętej Anny),,Opole,Poland,1983-06-21,1983-06-21,,high,"'Na pamiątkę mej obecności na tej ziemi pragnę za chwilę dokonać koronacji czcigodnego obrazu Matki Bożej z katedry opolskiej' — the Pope announces he is about to crown the venerable image of the Mother of God from the Opole cathedral, during the allocution at the sanctuary of St Anne (Góra Świętej Anny), 21 June 1983. Bishop Alfons Nossol of Opole is greeted. Act begins on printed page 974; announcement on p. 979. Body in Polish, no Latin incipit."
AAS,75,1983,1076,VI,Decretum super virtutibus heroicis (Sacra Congregatio pro Causis Sanctorum),,"AAS 75 (1983), p. 1076",https://www.vatican.va/archive/aas/documents/AAS-75-1983-I-ocr.pdf,retrospective_attestation,"LEODIEN. Beatificationis et Canonizationis Servae Dei Eugeniae Joubert, Congregationis Sororum a S. Familia Ss. Cordis Iesu. SUPER DUBIO",,simulacrum B. M. V. Lapurdi,Notre-Dame de Lourdes,Blessed Virgin Mary,,Lourdes,,Tarbes-et-Lourdes,France,,,,low,"Passing mention only: 'Die 11 Februarii a. 1876, anniversaria manifestationis B. M. V. Lapurdi et coronationis eiusdem simulacri auctoritate Pii PP. IX factae'. Attests that the Lourdes image was crowned by authority of Pius IX, but gives no coronation date (11 February is given as the anniversary date, which a checker should verify). Country/diocese inferred from 'Lapurdi'. Not a papal act; decree of the Congregation for the Causes of Saints, hence pope=null."
AAS,76,1984,75,,Litterae Apostolicae,Ioannes Paulus PP. II,"AAS 76 (1984), p. 75",https://www.vatican.va/archive/aas/documents/AAS-76-1984-ocr.pdf,papal_coronation_act,"Sinitur Episcopus S. Rosae de Osos, in Columbia, Imaginem B. M. V. a Misericordiis, nomine atque auctoritate Summi Pontificis coronare.","Qui divino consilio et voluntate iam in id universo christianorum populo praepositi sumus, ut patris amore per huius procellosi maris undas",Imago B. M. V. a Misericordiis,Nuestra Señora de las Misericordias,Blessed Virgin Mary,,Santa Rosa de Osos,S. Rosae de Osos,Santa Rosa de Osos,Colombia,1983-08-18,,,high,Bishop: Joaquín García Ordóñez. Country explicit ('in Columbia').
AAS,76,1984,557,V,Litterae Apostolicae,Ioannes Paulus PP. II,"AAS 76 (1984), p. 557",https://www.vatican.va/archive/aas/documents/AAS-76-1984-ocr.pdf,papal_coronation_act,"Imago Sacrae Familiae, in basilica Assumptionis intra fines dioecesis Vladislaviensis sita, pretioso diademate coronatur.","Surreptis misere nuper impieque pretiosis corollis, quibus videlicet Sacrae Familiae Nazarethanae enitebat simulacrum in Basilica ipsa Assumptionis",simulacrum Sacrae Familiae Nazarethanae,,Holy Family,"Basilica Assumptionis Beatae Mariae Virginis, « Kalisz »",Kalisz,Vladislaviensis,Włocławek,Poland,1984-03-02,,,medium,"Re-crowning: the previous precious crowns had just been stolen ('sacrilegum furtum'), and Bp Ioannes Zareba obtained the faculty to impose new ones in the Pope's name. DATE DISCREPANCY: body reads 'die II mensis Martii', volume index (p. 1111) lists the act (incipit 'Surreptis misere') under 11 March 1984 — verify. Country inferred from Kalisz / dioecesis Vladislaviensis; not named in the act."
AAS,76,1984,768,II,Litterae Apostolicae,Ioannes Paulus PP. II,"AAS 76 (1984), p. 768",https://www.vatican.va/archive/aas/documents/AAS-76-1984-ocr.pdf,papal_coronation_act,"Conceditur Episcopo Tarnoviensi facultas coronandi imaginem B. M. V. Nivalis et Divini Infantis, quae in Abbatia de Ciricio exstat.",Polonus populus per saeculorum decursum Beatissimam Virginem Dei genetricem summo excoluit honore summaque veneratione,Beata Maria Virgo Nivalis et Divinus Infans,,Blessed Virgin Mary,Abbatia de Ciricio,Ciricium (Szczyrzyc),Tarnoviensis,Tarnów,Poland,1984-04-16,,,medium,"Faculty granted to Bp Georgius Ablewicz of Tarnów to impose the crown in the Pope's name; the act recalls that John Paul II blessed the image during his visit to Poland. DATE DISCREPANCY: body reads 'die xvi mensis Aprilis', volume index (p. 1111) lists the act (incipit 'Polonus populus') under 26 April 1984 — verify. Odd phrase in the operative clause: 'quae in Ciricio et Lezajsk colitur' (so in the text; Leżajsk is not in Tarnów diocese) — verify against the printed page. 'Abbatia de Ciricio' = the Cistercian abbey of Szczyrzyc (identification not in the text). Country explicit ('Polonus populus', 'Polona terra')."
AAS,77,1985,285,VI,Litterae Apostolicae,Ioannes Paulus PP. II,"AAS 77 (1985), p. 285",https://www.vatican.va/archive/aas/documents/AAS-77-1985-ocr.pdf,papal_coronation_act,Summi Pontificis nomine auctoritateque ut imagini B. M. V. a Rosario « Nuestra Señora del Rosario de Iles » diadema imponat Episcopo permittitur Ipialensi.,"Quantum praeteriti spatium temporis repetere potest hominum memoria, ex quo videlicet tempore plus quadringentos abhinc annos nomen est Christianum ibi conditum",Imago B. M. V. a Rosario,Nuestra Señora del Rosario de Iles,Blessed Virgin Mary,sacra aedes in oppido Iles,Iles,Ipialensis,Ipiales,Colombia,1984-12-14,,,high,"Faculty to Bishop Alfonso Arteaga Yepes of Ipiales to impose 'pretiosam coronam Nostro ipsorum nomine et auctoritate'. Cedar statue ('sub cedrina ipsa forma'). Country explicit ('illius regionis Columbiae'). Also indexed in the volume's Index rerum analyticus, p. 1219."
AAS,77,1985,286,VII,Litterae Apostolicae,Ioannes Paulus PP. II,"AAS 77 (1985), p. 286",https://www.vatican.va/archive/aas/documents/AAS-77-1985-ocr.pdf,papal_coronation_act,"Sinitur Episcopus Lomzensis imaginem B. Virginis Mariae, quae in sacello paroeciae Pionka Koscielna excolitur, diademate coronare nomine et auctoritate Summi Pontificis.",Nemo ferme illis in locis invenitur quin ipse noverit non modo quantum erga Sanctisimam Iesu Christi Matrem amorem cultumque praestare consueverit,Mariale simulacrum sanctuarii paroeciae Plonka Koscielna,Matka Boża z Płonki Kościelnej,Blessed Virgin Mary,sacellum paroeciae Plonka Koscielna,Płonka Kościelna,Lomzensis,Łomża,Poland,1984-12-17,,,medium,"Second act inside the same passage; the act opens on printed p. 286 (the passage's printed_page is 285). Rubric OCR reads 'Pionka Koscielna'; the body has both 'Plonka Kascielna' and 'Plonka Koscielna' — correct form Płonka Kościelna. Faculty to Bishop Iulius (Juliusz) Paetz of Łomża. Country inferred from the diocese/place name (not stated), hence medium. Vernacular title supplied as a rendering, not quoted. Also indexed at p. 1219."
AAS,77,1985,465,III,Litterae Apostolicae,Ioannes Paulus PP. II,"AAS 77 (1985), p. 465",https://www.vatican.va/archive/aas/documents/AAS-77-1985-ocr.pdf,papal_personal_coronation,"Simulacrum B. M. V. sub titulo « la Virgen de la Candelaria » excultae, quod intra fines archidioecesis Arequipensis in sacra aede oppidi « Chapi » asservatur, pretioso diademate redimitur.","Ex historia ipsius Ecclesiae Arequipensis satis de venerationis cultu cognoscitur, quo complures quidem Peruviani fideles inde a saec. xviii simulacrum",Simulacrum B. M. V. sub titulo « la Virgen de la Candelaria »,La Virgen de la Candelaria de Chapi,Blessed Virgin Mary,sacra aedes loci « Chapi »,Chapi,Arequipensis,Arequipa,Peru,1985-02-13,1985-02-02,,high,"Assigned passage is the Index rerum analyticus (printed p. 1219): 'B. M. V. sub titulo «La virgen de la Candelaria» in sacra aede oppidi «Chapi» intra fines archidioecesis Arequipensis pretioso diademate redimitur, nomine et auctoritate S. P., 465'. Record built on the act itself at printed p. 465, used as aas_page. John Paul II crowned it in person during his pastoral visit: 'libentissime die II huius ipsius mensis Februarii pretioso diademate redimire vi et auctoritate Nostra Apostolica voluimus'. Act is numbered III in the OCR although the following act is numbered VI — numbering may be defective."
AAS,77,1985,466,VI,Litterae Apostolicae,Ioannes Paulus PP. II,"AAS 77 (1985), p. 466",https://www.vatican.va/archive/aas/documents/AAS-77-1985-ocr.pdf,papal_personal_coronation,"Memoriae proditur Summum Pontificem Ioannem Paulum II die septimo et vicesimo Ianuarii, hoc anno, coronasse imaginem B. V. M. de Coromoto, in dioecesi Guanarensi.","Sedi Nostrae beati Petri apostoli redditis, post peregrinationem in Americam Latinam, quanta subeunt, quae in tam longo itinere",Imago B. V. M. de Coromoto,Nuestra Señora de Coromoto,Blessed Virgin Mary,,Guanare,Guanarensis,Guanare,Venezuela,1985-02-13,1985-01-27,,high,"Assigned passage is the Index rerum analyticus (printed p. 1219, which OCRs the diocese as 'Guaranensi'); record built on the act itself at printed p. 466, used as aas_page. 'beatissimam Virginem Mariam de Coromoto sollemnissima caerimonia coronavimus, pretioso diademate imposito ... die septimo et vicesimo mensis Ianuarii proxime elapsi'. Bishop of Guanare then Angelus Adolfus Polachini (Ángel Adolfo Polachini). Sanctuary not named in the act."
AAS,77,1985,707,I,Litterae Apostolicae,Ioannes Paulus PP. II,"AAS 77 (1985), p. 707",https://www.vatican.va/archive/aas/documents/AAS-77-1985-ocr.pdf,papal_personal_coronation,"De coronatione Imaginis B. M. V. « dei Carmen » quae in paroeciali templo oppiduli Paucartambo, in archidioecesi Cuschensi, colitur, a Summo Pontifice facta, intexitur historia.","Per litteras, die altero Septembris, superiore anno datas, Venerabilis Frater Alcides Mendoza Castro, Archiepiscopus Cuschensis, de bono gregis",Imago B. M. V. « dei Carmen »,Nuestra Señora del Carmen (de Paucartambo),Blessed Virgin Mary,templum paroeciale oppiduli Paucartambo,Paucartambo,Cuschensis,Cusco,Peru,1985-02-13,1985-02-03,,high,"Assigned passage is the Index rerum analyticus (printed p. 1219): 'B. M. V. «dei Carmen» in oppidulo Paucartambo in archidioecesi Cuschensi, a S. P. coronatur, 707'. Record built on the act at printed p. 707, used as aas_page. The crowning itself was performed by John Paul II at Cuzco, not at Paucartambo: 'die III Februarii, hoc anno, petita gessimus, quando Cuzci ... pretiosa corona redimiimus'. Requested by Archbishop Alcides Mendoza Castro."
AAS,77,1985,708,II,Litterae Apostolicae,Ioannes Paulus PP. II,"AAS 77 (1985), p. 708",https://www.vatican.va/archive/aas/documents/AAS-77-1985-ocr.pdf,papal_coronation_act,"Sinitur Episcopus Lublinensis imaginem B. M. V. titulo « Amabilis », seu « a Rosario », in loco Janów Lubelski veneratam, diademate redimire nomine atque auctoritate Summi Pontificis.","Libenti semper animo id agere consuevimus, quod in beatissimae Virginis Mariae honorem cedit : praeterquam quod enim est Illa Redemptoris Nostri Mater amabilis",Imago B. M. V. titulo « Amabilis » seu « a Rosario »,Matka Boża Łaskawa z Janowa Lubelskiego,Blessed Virgin Mary,templum paroeciale loci Janów Lubelski,Janów Lubelski,Lublinensis,Lublin,Poland,1985-02-19,,,medium,"Assigned passage is the Index rerum analyticus (printed p. 1219): 'B. M. V. titulo «Amabilis». Episcopo Lublinensi fit facultas coronandi eiusdem imaginem, 708'. Record built on the act at printed p. 708, used as aas_page. Faculty to Bishop Boleslaus (Bolesław) Pylak to impose the diadem 'sive per se sive per alium'. Country inferred from the diocese/place name (not stated in the act), hence medium; vernacular title is a rendering, not quoted in the text — a checker should verify it."
AAS,77,1985,828,,Allocutio (Iter apostolicum in Americam Latinam),Ioannes Paulus PP. II,"AAS 77 (1985), p. 828",https://www.vatican.va/archive/aas/documents/AAS-77-1985-ocr.pdf,papal_personal_coronation,"Caracae, ad Christifideles congregatos habita.",,,Nuestra Señora de Coromoto,Blessed Virgin Mary,"sanctuary of Our Lady of Coromoto, Guanare (the image 'será venerada en su nueva Basílica'); coronation performed on the explanada de Montalbán, Caracas",Caracas (coronation site); Guanare (shrine),,,Venezuela,1985-01-27,1985-01-27,,high,"'Hoy el Papa, Obispo de Roma, rodeado de sus hermanos los Obispos de Venezuela, va a llevar a cabo la coronación canónica de la imagen de Nuestra Señora de Coromoto, que será venerada en su nueva Basílica' (p. 832); the same act announces 'el acto solemne de coronación de la venerada imagen de Nuestra Señora de Coromoto, Patrona de todos los venezolanos' (p. 830, passage AAS-77-1985-ocr#v830). Act begins on printed page 828. Note this is a second coronation, the image having already been crowned at Guanare in 1952 (AAS 44, p. 739). Body in Spanish, no Latin incipit."
AAS,77,1985,940,V,Litterae Apostolicae,Ioannes Paulus PP. II,"AAS 77 (1985), p. 940",https://www.vatican.va/archive/aas/documents/AAS-77-1985-ocr.pdf,papal_coronation_act,"Imago B. Mariae Virginis in templo loci vulgo dicti « Paco » archidioecesis Manilensis servata, pretioso diademate coronatur.","Qua veneratione Beatissima Virgo Maria a Philippino populo observetur luculenter patefaciunt sacrae imagines hic atque illic collocatae, sive in templis sive in viis",Imago B. Mariae Virginis « Our Lady of Peñafrancia »,Our Lady of Peñafrancia,Blessed Virgin Mary,parish church of Paco,"Paco, Manila",Manilensis,Manila,Philippines,1985-03-22,,,high,"The Pope commits to Jaime L. Card. Sin, Archbishop of Manila, the task of imposing the crown in his name ('partes committimus ... pretiosam coronam Nostro nomine imponendi'); no coronation date given. OCR of the vernacular title is damaged ('Our Lady of Penafrañcia', 'Penaf rancia'). Country explicit ('a Philippino populo', 'in Insulis Philippinis')."
AAS,78,1986,143,IV,Litterae Apostolicae,Ioannes Paulus PP. II,"AAS 78 (1986), p. 143",https://www.vatican.va/archive/aas/documents/AAS-78-1986-ocr.pdf,papal_coronation_act,"Sinitur Episcopus Lublinensis imaginem B. M. V. coronare, quae in loco Kazimierz, in finibus Poloniae, pie a fidelibus colitur.","Quotiescumque de gloria atque laude beatae Mariae Virginis agitur hic in terris augenda, aequissimo semper animo ac serenissimo gaudio",imago B. M. V. « Casimiriensis »,Matka Boża Kazimierska,Blessed Virgin Mary,templum Ordinis Fratrum Minorum Reformatorum,Kazimierz (Kazimierz Dolny),Lublinensis,Lublin,Poland,1985-10-30,,,high,Source passage is the AAS 78 chronological index (p. 1334); the act was retrieved from txt and is cited at its own page 143 (index OCR of the place reads 'Kasimierz'). Bishop: Bolesław Pylak.
AAS,78,1986,408,II,Litterae Apostolicae,Ioannes Paulus PP. II,"AAS 78 (1986), p. 408",https://www.vatican.va/archive/aas/documents/AAS-78-1986-ocr.pdf,papal_coronation_act,"Statua B. M. V. de Fatima, quae Stettini in paroeciali asservatur templo Immaculato Cordi Mariae dedicato, pretioso diademate redimitur.",Cum in Ecclesia Sedinensi-Caminensi recens condita nullum adhuc ex sententia Sanctae Sedis sit simulacrum aliqua corona redimitum,simulacrum B. M. V. de Fatima,Matka Boża Fatimska (Szczecin),Blessed Virgin Mary,templum paroeciale Immaculati Cordis Mariae,Szczecin (Stettin),Sedinensis-Caminensis,Szczecin-Kamień,Poland,1986-01-17,,,high,Retrieved from txt for the index entry 'Cum in ... 408'. Bishop: Kazimierz Majdański. Country inferred from the see and place name (act does not name Poland).
AAS,78,1986,977,VI,Litterae Apostolicae,Ioannes Paulus PP. II,"AAS 78 (1986), p. 977",https://www.vatican.va/archive/aas/documents/AAS-78-1986-ocr.pdf,papal_coronation_act,"Imago B. Mariae Virginis Perdolentis, quae in loco dioecesis Coslinensis-Colubregani v. d. Skrzatusz veneratur, pretioso diademate coronatur.","Polonus populus, sicut omnes noverunt, Beatissimam Virginem Mariam per saeculorum decursum peculiari veneratione est prosecutus",Imago B. Mariae Virginis Perdolentis,Matka Boża Bolesna of Skrzatusz,Blessed Virgin Mary,Ecclesia-sanctuarium loci « Skrzatusz »,Skrzatusz,Coslinensis-Colubregana,Koszalin-Kołobrzeg,Poland,1986-06-02,,,high,Retrieved from txt for the index entry 'Polonus populus ... 977'. Bishop: Ignacy Jeż.
AAS,79,1987,12,III,Litterae Apostolicae,Ioannes Paulus PP. II,"AAS 79 (1987), p. 12",https://www.vatican.va/archive/aas/documents/AAS-79-1987-ocr.pdf,papal_coronation_act,Sinitur Episcopus Garagoënsis Imaginem B. M. V. « del Amparo de Chinavita » pretioso diademate coronare.,"Semper quidem, ab usque Ecclesiae primordiis, consuevit populus christianus, suorum ductu Pastorum, sanctos caelites honorare et invocare",Imago B. M. V. « del Amparo de Chinavita »,del Amparo de Chinavita,Blessed Virgin Mary,,Chinavita,Garagoënsis,Garagoa,Colombia,1986-06-21,,,high,"Faculty granted to Ioannes Mojica Oliveros, Bishop of Garagoa, to crown the image in the Pope's name on a day of his choosing, in person or through a delegate in ecclesiastical dignity; no coronation date given. Country explicit ('in finibus Columbiae'). Church/sanctuary not named. Datum 'anno MDCCCCLXXXVI' = 1986."
AAS,79,1987,13,IV,Litterae Apostolicae,Ioannes Paulus PP. II,"AAS 79 (1987), p. 13",https://www.vatican.va/archive/aas/documents/AAS-79-1987-ocr.pdf,papal_coronation_act,"Imago B. M. V., quae in dioecesi Pinskensi pie colitur necnon in paroeciali templo loci vulgo « Ostrozany » asservatur, pretioso diademate redimitur.","Ex historia loci « Ostrozany », qui dioecesis Pinskensis est paroecia, certo cognoscitur clarum templum illic anno MCCCCL primum effectum esse",Imago B. M. V. Ostrozanensis,,Blessed Virgin Mary,"parish church of Ostrożany (B. M. V. and Sts Peter, Paul and Martin)",Ostrożany,Pinskensis,"Pinsk (Polish part, administered from Drohiczyn)",Poland,1986-07-24,,,medium,"Act begins on printed page 13 (passage printed_page is 12). Faculty granted at the petition of Ladislaus Jedruszuk, titular Bishop of Clysma and Apostolic Administrator of Pinsk, with the Polish Bishops' Conference concurring; no coronation date given. Country not stated: inferred from the reference to the former province of Podlachia and the 'Plenaria Episcoporum Poloniae Conferentia' - Ostrożany lies in Poland. Image dates from the 17th cent."
AAS,79,1987,15,VI,Litterae Apostolicae,Ioannes Paulus PP. II,"AAS 79 (1987), p. 15",https://www.vatican.va/archive/aas/documents/AAS-79-1987-ocr.pdf,papal_personal_coronation,"Beatissimus Pater imaginem B. M. V. a Mercede, in archidioecesi Calí, quae est in Columbia, veneratam Ipse coronat.","Quanta animi inclinatione feramur in Virginem Mariam, omnes quidem noverunt, cum per occasionem publice privatim, iterum iterumque ostendamus",Imago B. M. Virginis de Mercede,Nuestra Señora de las Mercedes,Blessed Virgin Mary,,Cali,Caliensis,Cali,Colombia,1986-08-20,1986-07-04,,high,"The Pope crowned the image himself on 4 July 1986 during his journey to Colombia ('rem die quarto mensis Iulii, hoc hanno, sollemnissime gessimus'). Petitioner: Petrus Rubiano Sáenz, Archbishop of Cali. Church/sanctuary not named. Datum 'anno MDCCCCLXXXVI' = 1986."
AAS,79,1987,16,VII,Litterae Apostolicae,Ioannes Paulus PP. II,"AAS 79 (1987), p. 16",https://www.vatican.va/archive/aas/documents/AAS-79-1987-ocr.pdf,papal_personal_coronation,"Summus Pontifex imaginem Beatae Mariae Virginis, sub titulo « Nuestra Señora de la Candelaria » in sanctuario « La Popa » veneratam, Ipse coronat.","Quantum Beatissima Virgo Maria universo populo catholico cara sit qualique ab eo pietate colatur nemini ignotum, maxime cum Christi Mater et nostra alicuius gentis historiam suis interventibus manifesto signat",Imago Beatae Mariae Virginis sub nomine « Nuestra Señora de la Candelaria »,Nuestra Señora de la Candelaria,Blessed Virgin Mary,sanctuarium « La Popa »,Cartagena,Carthaginiensis in Columbia,Cartagena,Colombia,1986-08-20,1986-07-06,,high,"Act begins on printed page 16 (passage printed_page is 15). The Pope crowned the image with his own hands on 6 July 1986 ('imaginem illam die sexto mensis Iulii hoc anno Nostris manibus sollemniter pretioso diademate redimiimus'). Petitioner: Carolus Iosephus Ruiseco, Archbishop of Cartagena."
AAS,79,1987,17,VIII,Litterae Apostolicae,Ioannes Paulus PP. II,"AAS 79 (1987), p. 17",https://www.vatican.va/archive/aas/documents/AAS-79-1987-ocr.pdf,papal_coronation_act,"Beatae Mariae Virginis Immaculatae imago, quae in ecclesia paroeciali in oppido Malabon colitur, in Insularum Philippinarum finibus, diademate redimiri sinitur.","Cum Nos sollicito studio Ipsi Beatissimam Virginem Mariam prosequimur, tum etiam, quotiescumque de gloria atque eiusdem laude agitur apud Christifideles augenda, operam esse dandam arbitramur",Imago Beatae Mariae Virginis Immaculatae vulgo « Visita » nuncupata,Visita,Blessed Virgin Mary,parish church of Malabon,Malabon,Manilensis,Manila,Philippines,1986-09-16,,,high,"Act begins on printed page 17 (passage printed_page is 15). The Pope commits to Jaime L. Card. Sin, Archbishop of Manila, the task of imposing the crown in his name, in person or through another; no coronation date given. Petition dated 25 June 1986, supported by Ricardo Card. Vidal of Cebu. Country explicit ('in Insularum Philippinarum finibus')."
AAS,79,1987,101,,Allocutio,Ioannes Paulus PP. II,"AAS 79 (1987), p. 101",https://www.vatican.va/archive/aas/documents/AAS-79-1987-ocr.pdf,papal_personal_coronation,"Cartagenae, V expleto saeculo ab Evangelio D. N. Iesu Christi in Columbia nuntiato habita.",,,Virgen de la Candelaria (Nuestra Señora de la Candelaria del Cerro de la Popa),Blessed Virgin Mary,Santuario del Cerro de la Popa,Cartagena de Indias,Carthaginensis in Columbia,Cartagena,Colombia,,,,medium,"Spanish-language papal address, 6 July 1986 (footnote 'Die 6 m. Iulii a. 1986'): 'la Virgen de la Candelaria, cuya venerada imagen vamos a coronar solemnemente'. The crowning is announced as imminent but no date is stated for it, hence coronation_date null; it presumably took place at that celebration. Diocese name supplied in Latin form as 'Carthaginensis in Columbia' - a checker should verify."
